invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-54571300003,1/3/2023,5255,WHOLE FOODS MARKET,4100 UNIVERSITY AVE,WEST DES MOINES,50266,POINT(-93.75979 41.60044),,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18,4.75
INV-34056500010,2/5/2021,4092,FAREWAY STORES #077 / NORWALK,1711 SUNSET DR,NORWALK,50211.0,POINT(-93.675528 41.483259),91,WARREN,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18,4.75
INV-60543500031,7/21/2023,2649,HY-VEE #3 / DUBUQUE,400 LOCUST ST,DUBUQUE,52001.0,POINT(-90.666456256 42.49730433),,DUBUQUE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18,4.75
INV-60761600008,7/28/2023,4209,WAL-MART 5748 / GRIMES,2150 EAST 1ST ST,GRIMES,50111.0,POINT(-93.771377026 41.685663993),,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.91,23.87,24,572.88,18,4.75
INV-28906900006,7/22/2020,4154,FAREWAY STORES #055 / HIAWATHA,885 MILLER RD,HIAWATHA,52233.0,POINT(-91.702263 42.046486),57,LINN,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18,4.75
INV-35233200018,3/23/2021,2671,HY-VEE  /  JEFFERSON,"106, W WASHINGTON ST",JEFFERSON,50129.0,POINT(-94.375508 42.017267),37,GREENE,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18,4.75
INV-16064100016,12/4/2018,3980,WAL-MART 1721 / IOWA CITY,919 HWY 1 WEST,IOWA CITY,52246,POINT(-91.552125 41.646646),52,JOHNSON,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26826,JACK DANIELS OLD #7 BLACK LABEL,12,750,15.57,23.36,24,560.64,18,4.75
INV-47825700020,5/26/2022,6144,NORTHSIDE LIQUOR AND GROCERY / MASON CITY,1303 N FEDERAL,MASON CITY,50401.0,POINT(-93.201061 43.163663),17,CERRO GORDO,1011600.0,STRAIGHT RYE WHISKIES,259,HEAVEN HILL BRANDS,27016,RITTENHOUSE RYE WHISKEY,12,750,13.5,20.25,24,486,18,4.75
INV-16108400101,12/5/2018,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,,77,POLK,1011600.0,STRAIGHT RYE WHISKIES,260,DIAGEO AMERICAS,27025,BULLEIT 95 RYE,12,750,16,24,24,576,18,4.75
INV-51207500032,9/14/2022,2285,JOHN'S GROCERY,401 EAST MARKET ST,IOWA CITY,52240,POINT(-91.529854 41.663541),,JOHNSON,1011600.0,STRAIGHT RYE WHISKIES,65,JIM BEAM BRANDS,27066,OLD OVERHOLT RYE,12,750,11.54,17.31,24,415.44,18,4.75
INV-34426300008,2/18/2021,5251,NORTHSIDE LIQUOR,1303 NORTH FEDERAL,MASON CITY,50401.0,POINT(-93.201061 43.163663),17,CERRO GORDO,1011600.0,STRAIGHT RYE WHISKIES,85.0,BROWN FORMAN CORP.,27181,JACK DANIELS TENNESSEE RYE,12,750,15.57,23.36,24,560.64,18,4.75
INV-27392500052,5/20/2020,5144,SAM'S CLUB 6979 / ANKENY,4625 SE DELAWARE AVE,ANKENY,50021.0,POINT(-93.581273 41.691),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27410,JIM BEAM HONEY,12,750,10.5,15.75,24,378,18,4.75
INV-49166200020,7/13/2022,3549,QUICKER LIQUOR STORE,1414 48TH ST,FORT MADISON,52627,POINT(-91.373208 40.6243),56,LEE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27410,JIM BEAM HONEY,12,750,11,16.5,24,396,18,4.75
INV-61681000005,8/29/2023,5656,CODY MART GAS & LIQUOR,1220 N CODY RD,LE CLAIRE,52753.0,POINT(-90.344611011 41.611143007),,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27410,JIM BEAM HONEY,12,750,11,16.5,24,396,18,4.75
INV-42931900003,12/15/2021,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722.0,POINT(-90.480749 41.529606),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,306,MISSISSIPPI RIVER DISTIL,27479,CODY ROAD BOURBON,6,750,19.17,28.76,24,690.24,18,4.75
INV-46367100004,4/11/2022,5555,SUB EXPRESS & GAS,4307 W LOCUST ST,DAVENPORT,52804,POINT(-90.637353 41.538148),82,SCOTT,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27544,RED STAG BLACK CHERRY,12,750,11,16.5,24,396,18,4.75
INV-56188900006,2/27/2023,4829,CENTRAL CITY 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT(-93.61378 41.60575),,POLK,1011100.0,BLENDED WHISKIES,154,DUNKEL CORPORATION / IOWA DISTILLING,27629,PRAIRIE FIRE,12,750,9.09,13.64,24,327.36,18,4.75
INV-15027000002,10/15/2018,9013,IOWA DISTILLING COMPANY,4349 CUMMING AVE.,CUMMING,50061,POINT(-93.762456 41.483192),91,WARREN,1011100.0,BLENDED WHISKIES,154,DUNKEL CORPORATION,27629,PRAIRIE FIRE,12,750,9.09,13.64,24,327.36,18,4.75
INV-37106500056,6/2/2021,5351,DOWNTOWN LIQUOR,1203 5TH ST.,SIOUX CITY,51101.0,POINT(-96.394671 42.495324),97,WOODBURY,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27682,JIM BEAM KENTUCKY FIRE,12,750,10.5,15.75,24,378,18,4.75
INV-40888600003,10/12/2021,2578,HY-VEE / CHARLES CITY,901 KELLY ST,CHARLES CITY,50616.0,POINT(-92.67556 43.066993),34,FLOYD,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,11,16.5,24,396,18,4.75
INV-29458600065,8/13/2020,2548,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009.0,POINT(-93.465301 41.644041),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,10.5,15.75,24,378,18,4.75
INV-43126900016,12/21/2021,4146,FAREWAY STORES #561 / WAVERLY,220 W BREMER AVE,WAVERLY,50677.0,POINT(-92.473476 42.725748),9,BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,11,16.5,24,396,18,4.75
INV-34246700029,2/12/2021,5077,WAL-MART 3150 / COUNCIL BLUFFS,1800 N 16TH ST,COUNCIL BLUFFS,51501.0,POINT(-95.867459 41.27737),78,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27783,JIM BEAM APPLE,12,750,10.5,15.75,24,378,18,4.75
INV-14217900204,9/4/2018,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT(-91.658105 42.010971),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28043,JIM BEAM VANILLA,12,750,10.49,15.74,24,377.76,18,4.75
INV-38958900074,8/5/2021,4988,HAPPY'S WINE & SPIRITS,5925 UNIVERSITY AVE,CEDAR FALLS,50613.0,POINT(-92.429331 42.512766),7,BLACK HAWK,1042100.0,IMPORTED DRY GINS,370.0,PERNOD RICARD USA,28086,BEEFEATER GIN,12,750,11.49,17.24,24,413.76,18,4.75
INV-26404100008,4/8/2020,3899,WAL-MART 3762 / WDM,6365 STAGECOACH DR,WEST DES MOINES,50266.0,POINT(-93.795512 41.558107),77,POLK,1042100.0,IMPORTED DRY GINS,35,BACARDI USA INC,28236,BOMBAY SAPPHIRE GIN,12,750,13.5,20.25,24,486,18,4.75
INV-27589100050,5/29/2020,2635,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807.0,POINT(-90.513769 41.574973),82,SCOTT,1042100.0,IMPORTED DRY GINS,35.0,BACARDI USA INC,28236,BOMBAY SAPPHIRE GIN,12,750,13.5,20.25,24,486,18,4.75
INV-25488800007,2/26/2020,3521,AMERISTAR CASINO / COUNCIL BLUFFS,2200 RIVER ROAD,COUNCIL BLUFFS,51501.0,POINT(-95.909384 41.242291),78,POTTAWATTAMIE,1042100.0,IMPORTED DRY GINS,35,BACARDI USA INC,28236,BOMBAY SAPPHIRE GIN,12,750,13.5,20.25,24,486,18,4.75
INV-45839400023,3/23/2022,2285,JOHN'S GROCERY,401 EAST MARKET ST,IOWA CITY,52240.0,POINT(-91.529854 41.663541),52,JOHNSON,1042100.0,IMPORTED DRY GINS,35,BACARDI USA INC,28236,BOMBAY SAPPHIRE GIN,12,750,14,21,24,486,18,4.75
INV-54575400018,1/3/2023,2512,HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT(-91.53043 41.6426),,JOHNSON,1042100.0,IMPORTED DRY GINS,755,WINESOURCE INTERNATIONAL INC.,28246,BOODLES BRITISH GIN LONDON DRY,12,750,12,18,24,432,18,4.75
INV-59032600012,6/3/2023,5463,BACKWATER SPIRITS AND MORE,116 W WATER ST STE D,DECORAH,52101.0,POINT(-91.78667504 43.304414015),,WINNESHIEK,1042100.0,IMPORTED DRY GINS,755,WINESOURCE INTERNATIONAL INC.,28246,BOODLES BRITISH GIN LONDON DRY,12,750,12,18,24,432,18,4.75
INV-50366000005,8/16/2022,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807,POINT(-90.527117 41.557357),,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,11,16.5,24,396,18,4.75
INV-26290000051,4/3/2020,2672,HY-VEE / WINTERSET,923 N  1ST ST,WINTERSET,50273.0,POINT(-94.013482 41.342665),61,MADISON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378,18,4.75
INV-53480800003,11/29/2022,5926,GOPUFF / IOWA CITY,1907 STEVENS DR  UNITS C-E,IOWA CITY,52240,POINT(-91.53454 41.64172),,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,11,16.5,24,396,18,4.75
INV-26795500088,4/24/2020,2624,HY-VEE #2 / DUBUQUE,2395 NW ARTERIAL RD,DUBUQUE,52002.0,POINT(-90.741064 42.516633),31,DUBUQUE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378,18,4.75
INV-37169300032,6/3/2021,2555,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632.0,POINT(-91.403752 40.41538),56,LEE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28279,JIM BEAM PEACH,12,750,10.5,15.75,24,378,18,4.75
INV-38741100002,7/28/2021,2285,JOHN'S GROCERY,401 EAST MARKET ST,IOWA CITY,52240.0,POINT(-91.529854 41.663541),52,JOHNSON,1042100.0,IMPORTED DRY GINS,300.0,MCCORMICK DISTILLING CO.,28350,BROKERS GIN,12,750,11.5,17.25,24,414,18,4.75
INV-42946400076,12/15/2021,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241.0,POINT(-91.591906 41.682347),52,JOHNSON,1042100.0,IMPORTED DRY GINS,240,WILLIAM GRANT & SONS INC,28627,HENDRICKS GIN,6,1000,21.67,32.51,18,585.18,18,4.75
INV-18610800024,4/8/2019,2651,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,POINT(-92.475403 42.712263),9,BREMER,1042100.0,IMPORTED DRY GINS,260,DIAGEO AMERICAS,28866,TANQUERAY GIN,12,750,13,19.5,24,468,18,4.75
INV-33025300047,12/26/2020,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265.0,POINT(-93.773557 41.561197),77,POLK,1042100.0,IMPORTED DRY GINS,260.0,DIAGEO AMERICAS,28866,TANQUERAY GIN,12,750,13.5,20.25,24,486,18,4.75
INV-36839900007,5/21/2021,4092,FAREWAY STORES #077 / NORWALK,1711 SUNSET DR,NORWALK,50211.0,POINT(-93.675528 41.483259),91,WARREN,1042100.0,IMPORTED DRY GINS,260.0,DIAGEO AMERICAS,28866,TANQUERAY GIN,12,750,13.5,20.25,24,486,18,4.75
INV-25822500013,3/12/2020,3670,WAL-MART 2827 / CORALVILLE,2801 COMMERCE DR,CORALVILLE,52241.0,POINT(-91.610774 41.695806),52,JOHNSON,1042100.0,IMPORTED DRY GINS,260,DIAGEO AMERICAS,28890,TANQUERAY RANGPUR GIN,12,750,13.01,19.52,24,468.48,18,4.75
INV-60764600011,7/28/2023,5607,CASEY'S GENERAL STORE #3294 / URBANA,5350 31ST AVE,URBANA,52345.0,POINT(-91.889529038 42.246578984),,BENTON,1041100.0,AMERICAN DRY GINS,777,"BLUE OX SPIRITS, INC.",29421,BLUE OX GIN,12,750,3.91,5.87,24,140.88,18,4.75
INV-61141900052,8/10/2023,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403.0,POINT(-91.60975712 41.975159548),,LINN,1041100.0,AMERICAN DRY GINS,421,SAZERAC COMPANY  INC,30056,FLEISCHMANNS GIN,12,750,3.25,4.88,24,117.12,18,4.75
INV-37401500004,6/11/2021,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314.0,POINT(-93.619787 41.60566),77,POLK,1041100.0,AMERICAN DRY GINS,421,SAZERAC COMPANY  INC,31296,MILES LONDON DRY GIN,12,750,4.5,6.75,24,162,18,4.75
INV-15087800004,10/16/2018,4935,ALI'S LIQUOR,1117 E 4TH ST,WATERLOO,50703,POINT(-92.332774 42.507683),7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18,4.75
INV-41149200012,10/19/2021,4978,PRIME MART / WATERLOO,3535 MARIGOLD DR,WATERLOO,50702.0,,7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18,4.75
INV-37866500006,6/28/2021,5326,ALS LIQUOR,215 W. MILWAUKEE AVE,STORM LAKE,50588.0,POINT(-95.202405 42.647492),11,BUENA VISTA,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,3.39,5.09,48,244.32,18,4.75
INV-23968400063,12/17/2019,2637,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804.0,POINT(-90.611972 41.538207),82,SCOTT,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,33467,ABSOLUT LIME,12,750,9.99,14.99,24,359.76,18,4.75
INV-19899300016,6/10/2019,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,POINT(-90.193204 41.836268),23,CLINTON,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,33467,ABSOLUT LIME,12,750,11.49,17.24,24,413.76,18,4.75
INV-45169000013,7/22/2022,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001.0,,,DUBUQUE,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,33467,ABSOLUT LIME,12,750,9.99,14.99,24,359.76,18,4.75
INV-15863700003,11/26/2018,2535,HY-VEE FOOD STORE #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,,77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,33467,ABSOLUT LIME,12,750,11.49,17.24,24,413.76,18,4.75
INV-21855200098,9/11/2019,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010.0,,85,STORY,1032200.0,IMPORTED FLAVORED VODKA,115.0,CONSTELLATION BRANDS INC,33658,SVEDKA MANGO PINEAPPLE,12,750,8.25,12.38,24,297.12,18,4.75
INV-28648800014,7/13/2020,2633,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320.0,POINT(-93.596754 41.554101),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,115,CONSTELLATION BRANDS INC,33658,SVEDKA MANGO PINEAPPLE,12,750,8.75,13.13,24,315.12,18,4.75
INV-30665500060,9/30/2020,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010.0,,85,STORY,1032200.0,IMPORTED FLAVORED VODKA,115.0,CONSTELLATION BRANDS INC,33663,SVEDKA STRAWBERRY LEMONADE,12,750,8.75,13.13,24,315.12,18,4.75
INV-45373400040,7/29/2022,6261,WAUKEE LIQUOR & FOOD MART / WAUKEE,763 SE ALICE'S ROAD,WAUKEE,50263.0,POINT(-93.852922 41.605236),,DALLAS,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34004,ABSOLUT SWEDISH VODKA 80PRF,24,375,4.99,7.49,48,359.52,18,4.75
INV-41667400007,11/5/2021,4752,GASLAND / BURLINGTON,1003 SUMMER ST,BURLINGTON,52655.0,,29,DES MOINES,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34004,ABSOLUT SWEDISH VODKA 80PRF,24,375,4.99,7.49,48,359.52,18,4.75
INV-39943300049,9/10/2021,4801,WALGREENS #05852 / DES MOINES,3030 UNIVERSITY AVE,DES MOINES,50311.0,POINT(-93.658747 41.60037),77,POLK,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18,4.75
INV-50067400001,8/4/2022,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317.0,POINT(-93.519491 41.598133),,POLK,1032100.0,IMPORTED VODKAS,370,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18,4.75
INV-38272800101,7/13/2021,2663,HY-VEE FOOD STORE / URBANDALE,8701 DOUGLAS,URBANDALE,50322.0,POINT(-93.739105 41.629364),77,POLK,1032100.0,IMPORTED VODKAS,370.0,PERNOD RICARD USA,34006,ABSOLUT SWEDISH VODKA 80PRF,12,750,9.99,14.99,24,359.76,18,4.75
INV-32523700018,12/8/2020,2538,HY-VEE FOOD STORE #3 / WATERLOO,1422 FLAMMANG DR,WATERLOO,50702.0,POINT(-92.327917 42.459938),7,BLACK HAWK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34014,ABSOLUT APEACH,12,750,9.99,14.99,24,359.76,18,4.75
INV-52875100075,11/9/2022,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,POINT(-93.61927 42.0229),,STORY,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34030,ABSOLUT CITRON,12,750,9.99,14.99,24,359.76,18,4.75
INV-61290300017,8/16/2023,2502,HY-VEE WINE AND SPIRITS (1022) / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021.0,POINT(-93.602561976 41.73460601),,POLK,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34030,ABSOLUT CITRON,12,750,9.99,14.99,24,359.76,18,4.75
INV-16393200042,12/18/2018,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,POINT(-91.518868 41.676095),52,JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34036,ABSOLUT PEARS,12,750,11.49,17.24,24,413.76,18,4.75
INV-56152000003,2/24/2023,2561,HY-VEE FOOD STORE (1148) / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT(-93.64495 41.54275),,POLK,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34052,ABSOLUT RASPBERRI,12,750,9.99,14.99,24,359.76,18,4.75
INV-23831500229,12/11/2019,2502,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021.0,,77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34052,ABSOLUT RASPBERRI,12,750,9.99,14.99,24,359.76,18,4.75
INV-30971100057,10/13/2020,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613.0,POINT(-92.435236 42.512789),7,BLACK HAWK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,34052,ABSOLUT RASPBERRI,12,750,9.99,14.99,24,359.76,18,4.75
INV-53946300196,12/13/2022,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,POINT(-90.48373 41.55236),,SCOTT,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34052,ABSOLUT RASPBERRI,12,750,9.99,14.99,24,359.76,18,4.75
INV-50730300049,8/29/2022,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT(-91.530439 41.642724),,JOHNSON,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,34076,ABSOLUT VANILIA,12,750,9.99,14.99,24,359.76,18,4.75
INV-13791500004,8/13/2018,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,LINN,1032100.0,IMPORTED VODKAS,65.0,JIM BEAM BRANDS,34188,EFFEN VODKA,6,750,12.5,18.75,24,450,18,4.75
INV-27640500097,6/2/2020,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854477 41.615059),25,DALLAS,1032100.0,IMPORTED VODKAS,65.0,JIM BEAM BRANDS,34188,EFFEN 80PRF,6,750,12.5,18.75,24,450,18,4.75
INV-21010100008,8/2/2019,5600,H & A MINI MART,145 UNIVERSITY AVE,DES MOINES,50314,POINT(-93.61947 41.600419),77,POLK,1032100.0,IMPORTED VODKAS,260,DIAGEO AMERICAS,34197,CIROC 80PRF,12,375,9.25,13.88,48,666.24,18,4.75
INV-56084000021,2/22/2023,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742,POINT(-90.53908 41.80942),,CLINTON,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,19,28.5,18,513,18,4.75
INV-60466000038,7/19/2023,3390,OKOBOJI AVENUE LIQUOR,1610 OKOBOJI AVENUE,MILFORD,51351.0,POINT(-95.149544969 43.33153601),,DICKINSON,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,19,28.5,18,513,18,4.75
INV-14320000021,9/10/2018,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT(-91.659875 41.97574),57,LINN,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE VODKA,6,1000,22.5,33.75,18,607.5,18,4.75
INV-60892100022,8/2/2023,5916,ANOTHER ROUND / DEWITT,622 S 6TH AVE,DEWITT,52742.0,POINT(-90.538996227 41.809630534),,CLINTON,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,19,28.5,18,513,18,4.75
INV-34379800045,2/17/2021,3952,LOT-A-SPIRITS,3780 STATE ST,BETTENDORF,52722.0,POINT(-90.48065 41.529655),82,SCOTT,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18,4.75
INV-53642600032,12/5/2022,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT(-91.65989 41.97575),,LINN,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,19,28.5,18,513,18,4.75
INV-17971500151,3/6/2019,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804,,82,SCOTT,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.5,33.75,18,607.5,18,4.75
INV-16555000053,12/26/2018,4167,"IOWA STREET MARKET, INC.",1256 IOWA ST,DUBUQUE,52001,POINT(-90.668138 42.504959),31,DUBUQUE,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.5,33.75,18,607.5,18,4.75
INV-23404900046,11/22/2019,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807.0,POINT(-90.527081 41.559731),82,SCOTT,1032100.0,IMPORTED VODKAS,35.0,BACARDI USA INC,34422,GREY GOOSE,6,1000,22.75,34.13,18,614.34,18,4.75
INV-43543600015,1/5/2022,3773,BENZ DISTRIBUTING,501 7TH AVE SE,CEDAR RAPIDS,52401.0,POINT(-91.659875 41.97574),57,LINN,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,15,22.5,24,540,18,4.75
INV-21575500033,8/29/2019,3866,TARGET STORE T-1170 / AMES,320 S DUFF,AMES,50010,POINT(-93.610363 42.019875),85,STORY,1032100.0,IMPORTED VODKAS,35,BACARDI USA INC,34433,GREY GOOSE,12,750,18.49,27.74,24,665.76,18,4.75
INV-17352000108,2/5/2019,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,POINT(-93.854477 41.615059),25,DALLAS,1032200.0,IMPORTED FLAVORED VODKA,260.0,DIAGEO AMERICAS,34449,KETEL ONE CITROEN,12,750,12.5,18.75,24,450,18,4.75
INV-48511200001,6/20/2022,3647,WAL-MART 2889 / CLINTON,2715 SOUTH 25TH ST,CLINTON,52732.0,POINT(-90.244692 41.818657),23,CLINTON,1032100.0,IMPORTED VODKAS,260,DIAGEO AMERICAS,34456,KETEL ONE,12,750,11.33,17,24,408,18,4.75
INV-42371700004,11/26/2021,3872,TARGET STORE T-0086 / DUBUQUE,3500 DODGE ST,DUBUQUE,52003.0,POINT(-90.723067 42.49113),31,DUBUQUE,1032100.0,IMPORTED VODKAS,260,DIAGEO AMERICAS,34456,KETEL ONE,12,750,11.33,17,24,408,18,4.75
INV-20025700013,6/17/2019,2512,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,POINT(-91.530463 41.642764),52,JOHNSON,1031200.0,AMERICAN FLAVORED VODKA,434,LUXCO INC,34702,PEARL POMEGRANATE,12,750,7,10.5,24,252,18,4.75
